Time,CHIRPS1,Actual,Selaud
24/05/2020,4.401533,,0
25/05/2020,2.0564651,,29.5
26/05/2020,0,,0
27/05/2020,6.5490017,,0
28/05/2020,0,,0
29/05/2020,3.2745008,,0
30/05/2020,9.823502,,0
31/05/2020,3.2745008,,1
01/06/2020,24.372408,,0
02/06/2020,16.986412,,12
03/06/2020,8.009422,,9.5
04/06/2020,14.5286255,,0.5
05/06/2020,25.914492,,1
06/06/2020,26.222126,,0.5
07/06/2020,8.740708,,9
08/06/2020,8.740708,,2
09/06/2020,8.740708,,0
10/06/2020,17.481417,,20
11/06/2020,0.44399452,,0.5
12/06/2020,1.6687903,,0
13/06/2020,8.056529,,0
14/06/2020,12.523788,,13
15/06/2020,0.9915427,,23.5
16/06/2020,16.978119,,3.5
17/06/2020,16.978119,,0
18/06/2020,16.978119,,2.5
19/06/2020,16.978119,,22.5
20/06/2020,22.637491,,45.5
21/06/2020,12.694366,,3.5
22/06/2020,0,,0.5
23/06/2020,0,,2
24/06/2020,12.694366,,0.5
25/06/2020,44.430283,,0.5
26/06/2020,24.677896,,32
27/06/2020,49.355793,,2.5
28/06/2020,0,,76.5
29/06/2020,0,,0
30/06/2020,0,,0
01/07/2020,0,,0
02/07/2020,13.822823,,0
03/07/2020,41.468468,,1
04/07/2020,0,,6
05/07/2020,0,,0
06/07/2020,7.732466,,0.5
07/07/2020,7.732466,,0
08/07/2020,15.464932,,17.5
09/07/2020,30.929865,,3
10/07/2020,30.929865,,34.5
11/07/2020,29.255621,,39
12/07/2020,29.255621,,3
13/07/2020,14.6278105,,3.5
14/07/2020,29.255621,,50
15/07/2020,14.6278105,,1.5
16/07/2020,6.5244184,,4.5
17/07/2020,3.4578886,,3
18/07/2020,8.159178,,0.5
19/07/2020,19.682919,,0.5
20/07/2020,6.4935527,,10.5
21/07/2020,9.71636,,0
22/07/2020,0,,2
23/07/2020,29.14908,,0
24/07/2020,29.14908,,25
25/07/2020,9.71636,,43.5
26/07/2020,21.775759,,2
27/07/2020,21.775759,,6.5
28/07/2020,21.775759,,6
29/07/2020,21.775759,,8.5
30/07/2020,54.439396,,28.5
31/07/2020,10.887879,,53
01/08/2020,5.170408,,0
02/08/2020,0,,0
03/08/2020,0,,0
04/08/2020,10.340816,,0
05/08/2020,5.170408,,2
06/08/2020,8.095837,,2
07/08/2020,0,,6
08/08/2020,0,,0
09/08/2020,8.095837,,0
10/08/2020,0,,0
11/08/2020,8.707477,,0
12/08/2020,8.707477,,2
13/08/2020,17.414953,,0.5
14/08/2020,26.122429,,7
15/08/2020,0,,4
16/08/2020,18.970623,,0
17/08/2020,37.941246,,0
18/08/2020,18.970623,,4
19/08/2020,0,,12
20/08/2020,0,,3
21/08/2020,0,,0.5
22/08/2020,16.52659,,0
23/08/2020,16.52659,,62.5
24/08/2020,0,,5.5
25/08/2020,0,,0
26/08/2020,11.269337,,0
27/08/2020,22.538673,,86
28/08/2020,11.269337,,59
29/08/2020,33.80801,,0
30/08/2020,22.538673,,5.5
31/08/2020,22.538673,,0
01/09/2020,7.6726394,,2.5
02/09/2020,23.01792,,0
03/09/2020,15.345279,,9
04/09/2020,7.6726394,,5
05/09/2020,15.345279,,7.5
06/09/2020,21.573437,,10.5
07/09/2020,0,,0
08/09/2020,10.786718,,5
09/09/2020,10.786718,,0
10/09/2020,21.573437,,0
11/09/2020,42.80327,,0
12/09/2020,42.80327,,2.5
13/09/2020,10.700817,,14
14/09/2020,32.102448,,2.5
15/09/2020,53.504086,,57
16/09/2020,25.121449,,9
17/09/2020,2.5467203,,19
18/09/2020,2.6471841,,0
19/09/2020,4.9493046,,1
20/09/2020,13.0420065,,0
21/09/2020,13.90401,,36
22/09/2020,20.856016,,87
23/09/2020,6.952005,,1.5
24/09/2020,0,,21.5
25/09/2020,0,,0
26/09/2020,7.0682626,,6
27/09/2020,21.204788,,0
28/09/2020,7.0682626,,4
29/09/2020,0,,1
30/09/2020,14.136525,,0
01/10/2020,28.409704,,0
02/10/2020,28.409704,,11.5
03/10/2020,9.469902,,18.5
04/10/2020,47.34951,,0.5
05/10/2020,47.34951,,104.5
06/10/2020,17.216978,,103.5
07/10/2020,17.216978,,0
08/10/2020,8.608489,,42
09/10/2020,0,,0.5
10/10/2020,0,,0
11/10/2020,0,,32.5
12/10/2020,0,,0
13/10/2020,6.3525386,,0.5
14/10/2020,0,,57.5
15/10/2020,12.705077,,32.5
16/10/2020,14.572891,,16.5
17/10/2020,0,,9.5
18/10/2020,0,,0.5
19/10/2020,58.291565,,0
20/10/2020,14.572891,,111.5
21/10/2020,9.527616,,0
22/10/2020,19.055231,,0
23/10/2020,28.582846,,103.5
24/10/2020,19.055231,,44
25/10/2020,19.055231,,0
26/10/2020,52.440376,,41
27/10/2020,10.47425,,23.5
28/10/2020,2.5224345,,5
29/10/2020,1.3222086,,0
30/10/2020,14.316867,,0
31/10/2020,9.232372,,4.5
01/11/2020,9.318772,,4.5
02/11/2020,27.956318,,5
03/11/2020,37.27509,,2
04/11/2020,37.27509,,6
05/11/2020,18.637545,,81.5
06/11/2020,0,,18
07/11/2020,0,,0
08/11/2020,7.8454485,,0
09/11/2020,39.22724,,10.5
10/11/2020,23.536345,,24.5
11/11/2020,0,,3
12/11/2020,0,,0
13/11/2020,0,,0
14/11/2020,3.2176828,,0
15/11/2020,6.4353657,,0
16/11/2020,0,,15
17/11/2020,12.753263,,0
18/11/2020,12.753263,,8
19/11/2020,0,,7.5
20/11/2020,12.753263,,0
21/11/2020,0,,1.5
22/11/2020,0,,10.5
23/11/2020,0,,2
24/11/2020,15.2589655,,1.5
25/11/2020,15.2589655,,11
26/11/2020,54.880676,,40.5
27/11/2020,0,,26.5
28/11/2020,68.600845,,1.5
29/11/2020,0,,90
30/11/2020,0,,3.5
01/12/2020,0,,2
02/12/2020,0,,0.5
03/12/2020,0,,0
04/12/2020,9.230118,,0
05/12/2020,18.460236,,0
06/12/2020,15.713428,,19.5
07/12/2020,7.856714,,13.5
08/12/2020,7.856714,,4.5
09/12/2020,0,,34
10/12/2020,7.856714,,0
11/12/2020,0,,0
12/12/2020,0,,0
13/12/2020,22.373348,,0
14/12/2020,11.186674,,0
15/12/2020,22.373348,,0
16/12/2020,5.673286,,0
17/12/2020,0,,0
18/12/2020,5.673286,,0
19/12/2020,11.346572,,0
20/12/2020,5.673286,,0
21/12/2020,20.617249,,0
22/12/2020,20.617249,,0
23/12/2020,0,,0
24/12/2020,10.308624,,0
25/12/2020,0,,0
26/12/2020,18.018478,,0
27/12/2020,9.009239,,0
28/12/2020,27.027716,,0
29/12/2020,45.046196,,0
30/12/2020,0,,0
31/12/2020,9.009239,,0
01/01/2021,17.093426,,0
02/01/2021,0,,0
03/01/2021,17.093426,,0
04/01/2021,8.546713,,0
05/01/2021,8.546713,,0
06/01/2021,6.0061316,,0
07/01/2021,0,,0
08/01/2021,12.012263,,0
09/01/2021,0,,0
10/01/2021,30.030657,,0
11/01/2021,40.59215,,0
12/01/2021,11.597757,,0
13/01/2021,17.396637,,0
14/01/2021,5.7988787,,0
15/01/2021,5.7988787,,0
16/01/2021,46.813618,,0
17/01/2021,46.813618,,0
18/01/2021,23.406809,,0
19/01/2021,0,,0
20/01/2021,23.406809,,0
21/01/2021,3.4055276,,10.220869
22/01/2021,3.4055276,,0
23/01/2021,6.811055,,10.220869
24/01/2021,0,,0
25/01/2021,0,,10.220869
26/01/2021,3.4663727,,0
27/01/2021,0,,0
28/01/2021,0,,0
29/01/2021,3.4663727,,7.4999027
30/01/2021,6.9327455,,14.999805
31/01/2021,3.4663727,,14.999805
01/02/2021,2.709186,,22.88148
02/02/2021,5.418372,,7.62716
03/02/2021,8.127558,,7.62716
04/02/2021,0,,0
05/02/2021,8.127558,,30.50864
06/02/2021,0,,10.690913
07/02/2021,0,,0
08/02/2021,1.8012865,,5.3454566
09/02/2021,3.602573,,16.03637
10/02/2021,3.602573,,21.381826
11/02/2021,0,,6.269981
12/02/2021,2.340726,,12.539962
13/02/2021,2.340726,,6.269981
14/02/2021,0,,6.269981
15/02/2021,0,,0
16/02/2021,0,,0
17/02/2021,0,,0
18/02/2021,0,,0
19/02/2021,0,,0
20/02/2021,0,,0
21/02/2021,0,,0
22/02/2021,0,,0
23/02/2021,0,,0
24/02/2021,0,,0
25/02/2021,0,,0
26/02/2021,0,,0
27/02/2021,0,,0
28/02/2021,0,,7.900026
01/03/2021,0,0,0
02/03/2021,0,0.05,9.648752
03/03/2021,11.394941,0.08,19.297504
04/03/2021,0,0.16,0
05/03/2021,0,0.16,0
06/03/2021,0,0.17,0
07/03/2021,0,0.13,0
08/03/2021,0,0.04,0
09/03/2021,0,0.01,0
10/03/2021,0,0,0
11/03/2021,3.6534545,0.05,3.6547961
12/03/2021,0,0.05,0
13/03/2021,7.306909,2.4,10.964388
14/03/2021,0,0.14,7.3095922
15/03/2021,0,0,0
16/03/2021,5.326649,0,17.439278
17/03/2021,5.326649,0.1,5.813092
18/03/2021,0,0.07,0
19/03/2021,0,0.12,0
20/03/2021,0,0.12,5.813092
21/03/2021,9.026879,0.35,4.940804
22/03/2021,0,0.23,9.881608
23/03/2021,0,0.02,0
24/03/2021,0,0,0
25/03/2021,9.026879,0.33,14.822412
26/03/2021,0,0,0
27/03/2021,4.3823833,0,0
28/03/2021,4.3823833,0.04,15.826813
29/03/2021,0,0.12,15.826813
30/03/2021,4.3823833,9.71,0
31/03/2021,0,0.04,0
01/04/2021,3.7372186,0.84,0
02/04/2021,0,0.1,6.0958414
03/04/2021,3.7372186,0.1,6.0958414
04/04/2021,3.7372186,0,0
05/04/2021,0,10.78,6.0958414
06/04/2021,0,0.09,0
07/04/2021,4.5581164,1.58,4.5047994
08/04/2021,0,0.09,9.009599
09/04/2021,4.5581164,0,4.5047994
10/04/2021,4.5581164,0,9.009599
11/04/2021,10.738938,0.07,11.307209
12/04/2021,0,0.08,3.7690701
13/04/2021,0,0,0
14/04/2021,0,1.12,3.7690701
15/04/2021,0,0.41,0
16/04/2021,0,0,0
17/04/2021,0,0,0
18/04/2021,3.240564,0.01,0
19/04/2021,3.240564,4.58,0
20/04/2021,0,0,0
21/04/2021,0,0,0
22/04/2021,0,0.04,2
23/04/2021,0,0.33,0
24/04/2021,0,0.03,0
25/04/2021,5.325976,0,0
26/04/2021,0,0.04,0
27/04/2021,6.773322,0.13,0
28/04/2021,0,0.04,0
29/04/2021,0,0,0.5
30/04/2021,0,0.38,0.5
01/05/2021,7.616941,0,0.5
02/05/2021,0,0.37,32.5
03/05/2021,7.616941,0,2
04/05/2021,0,0.47,0
05/05/2021,0,0.14,0
06/05/2021,9.137127,12.42,0.5
07/05/2021,27.41138,50.8,37
08/05/2021,9.137127,1.19,0
09/05/2021,9.137127,0.52,0.5
10/05/2021,9.137127,0,1
11/05/2021,5.2921786,0.01,0.5
12/05/2021,5.2921786,0,0
13/05/2021,5.2921786,0,0
14/05/2021,21.168715,16.25,0
15/05/2021,0,0.43,21.5
16/05/2021,20.683033,0.05,2.5
17/05/2021,10.3415165,0,22
18/05/2021,31.02455,0.54,0
19/05/2021,51.707584,21.78,1
20/05/2021,0,0.48,36.5
21/05/2021,8.956003,19.31,0
22/05/2021,8.956003,19.92,3
23/05/2021,0,2.78,17
24/05/2021,0,0.01,0
25/05/2021,0,0,0
26/05/2021,0,0,0
27/05/2021,0,0.04,0
28/05/2021,0,1.55,0
29/05/2021,15.820127,0.05,5
30/05/2021,0,0.62,5
31/05/2021,0,0.22,0
01/06/2021,0,0.02,0.5
02/06/2021,0,0.18,0
03/06/2021,4.0056734,0,0
04/06/2021,8.011347,0.12,0
05/06/2021,8.011347,0.36,0
06/06/2021,5.4987984,0.06,5.5
07/06/2021,0,0.14,2
08/06/2021,16.496395,14.31,0
09/06/2021,0,1.07,12.5
10/06/2021,0,0,0
11/06/2021,14.231646,19.58,0
12/06/2021,14.231646,1.52,0
13/06/2021,0,1.58,27
14/06/2021,7.115823,0,1
15/06/2021,0,0,0
16/06/2021,24.128824,0.97,0
17/06/2021,12.064412,4.73,3.5
18/06/2021,36.193233,26.17,0
19/06/2021,0,0,88.5
20/06/2021,36.193233,0.01,0
21/06/2021,3.8080232,1.06,1
22/06/2021,3.8080232,29.14,0
23/06/2021,0,0,0
24/06/2021,0,0,0
25/06/2021,1.9040116,3.55,0
26/06/2021,12.933567,3.36,0
27/06/2021,19.40035,0.2,22
28/06/2021,0,5.63,0
29/06/2021,0,0,5
30/06/2021,12.933567,53.87,0
01/07/2021,3.6865995,8.81,26.5
02/07/2021,7.373199,2.46,0.5
03/07/2021,3.6865995,0,18
04/07/2021,7.373199,0,0
05/07/2021,11.059798,10.06,0
06/07/2021,10.248608,10.84,12
07/07/2021,0,0.78,0
08/07/2021,0,0.46,14
09/07/2021,20.497215,1.2,0.5
10/07/2021,10.248608,0,1
11/07/2021,26.176184,29.8,1
12/07/2021,17.45079,3.24,3
13/07/2021,17.45079,8.54,1
14/07/2021,34.90158,58.68,36
15/07/2021,17.45079,33.58,59.5
16/07/2021,13.344553,0.02,0
17/07/2021,0,0,0
18/07/2021,6.6722765,0,0
19/07/2021,6.6722765,12.28,0
20/07/2021,0,0.73,44
21/07/2021,0,0.02,0.5
22/07/2021,0,0,0
23/07/2021,0,0,0
24/07/2021,0,0.1,0
25/07/2021,0,8.15,0
26/07/2021,0,0,2.5
27/07/2021,0,0,0
28/07/2021,3.3169885,0.04,0
29/07/2021,0,0,0
30/07/2021,0,31.52,1
31/07/2021,3.3169885,3.4,0.5
01/08/2021,6.7453556,0.12,0
02/08/2021,0,8.11,0
03/08/2021,6.7453556,13.36,0
04/08/2021,0,0,7.5
05/08/2021,0,0,0
06/08/2021,6.881017,0.03,5.5
07/08/2021,20.643051,0.19,0
08/08/2021,6.881017,0.72,4
09/08/2021,6.881017,20.76,0
10/08/2021,7.8640203,0.16,0
11/08/2021,10.269214,0.84,0
12/08/2021,5.134607,0.04,9
13/08/2021,15.40382,1.28,0
14/08/2021,15.40382,0.93,8
15/08/2021,0,0.07,3
16/08/2021,0,0.05,3
17/08/2021,24.423552,11.18,5
18/08/2021,24.423552,20.03,62.5
19/08/2021,36.635326,7.76,0
20/08/2021,0,0,63.5
21/08/2021,40.31196,7.34,2.5
22/08/2021,26.87464,8.51,74.5
23/08/2021,26.87464,53.81,76.5
24/08/2021,0,3.51,15.5
25/08/2021,53.74928,3.87,0.5
26/08/2021,0,0.09,6
27/08/2021,7.404745,0.46,1.5
28/08/2021,37.023727,17.19,6.5
29/08/2021,7.404745,11.09,7.5
30/08/2021,22.214235,27.62,3
31/08/2021,22.214235,5.97,12.5
01/09/2021,26.030096,5.8,9.5
02/09/2021,26.030096,31.89,10
03/09/2021,17.353397,31.82,24
04/09/2021,0,10.06,31
05/09/2021,8.676699,0,6.27458
06/09/2021,14.803392,0.02,21.87337
07/09/2021,0,4.49,5.4683423
08/09/2021,9.868928,42.26,10.936685
09/09/2021,4.934464,48.78,5.4683423
10/09/2021,4.934464,0.2,5.4683423
11/09/2021,0,0,14.692071
12/09/2021,12.103568,0.24,14.692071
13/09/2021,24.207136,0.07,29.384142
14/09/2021,24.207136,2.52,7.3460355
15/09/2021,12.103568,53.75,5.5
16/09/2021,5.1724596,0.04,28
17/09/2021,10.344919,0,0
18/09/2021,0,0.03,0
19/09/2021,5.1724596,0,0
20/09/2021,10.344919,0.54,0
21/09/2021,43.30137,43.3,94.5
22/09/2021,10.825342,0,47.5
23/09/2021,10.825342,9.2,0
24/09/2021,0,0.01,7
25/09/2021,10.825342,14.84,0
26/09/2021,6.691147,5.4,5.5
27/09/2021,0,14.45,0.5
28/09/2021,6.691147,1.91,0
29/09/2021,20.07344,0.52,0
30/09/2021,13.382294,3.34,19
01/10/2021,23.158089,0.56,1.5
02/10/2021,46.316177,77.68,0
03/10/2021,11.579044,123.63,75.5
04/10/2021,34.737133,8.09,10.5
05/10/2021,23.158089,32.69,56
06/10/2021,3.6904013,0.03,0
07/10/2021,0,0,12
08/10/2021,3.6904013,0,0
09/10/2021,7.3808026,0,0
10/10/2021,7.3808026,0,0
11/10/2021,16.909184,0,0
12/10/2021,0,13.76,40
13/10/2021,8.454592,1.01,0
14/10/2021,0,0,0
15/10/2021,0,0,0
16/10/2021,0,0.01,0
17/10/2021,0,0.12,0
18/10/2021,0,0.8,36.5
19/10/2021,39.509342,2.93,4.5
20/10/2021,39.509342,18.06,22
21/10/2021,0,0.32,39.5
22/10/2021,29.11923,6.7,4.5
23/10/2021,14.559615,6.22,1.5
24/10/2021,29.11923,14.04,0
25/10/2021,7.2798076,6.88,0.5
26/10/2021,0,4.38,29.5
27/10/2021,8.136578,0.05,7
28/10/2021,16.273155,1.56,0.5
29/10/2021,0,18.74,6
30/10/2021,0,0,0.5
31/10/2021,16.273155,0.15,9.5
01/11/2021,8.779241,1.28,20
02/11/2021,8.779241,0.66,16.5
03/11/2021,8.779241,15.96,3
04/11/2021,17.558481,4.12,0
05/11/2021,17.558481,10.25,67.5
06/11/2021,13.698289,11.68,13
07/11/2021,0,1.5,1.5
08/11/2021,13.698289,1.98,0
09/11/2021,27.396578,14.7,3
10/11/2021,0,0.04,101.5
11/11/2021,47.100384,3.45,0
12/11/2021,35.325287,188.19,55
13/11/2021,11.775096,0,13
14/11/2021,0,10.39,0
15/11/2021,11.775096,2.75,0
16/11/2021,7.3842998,3.68,3
17/11/2021,7.3842998,15.76,0
18/11/2021,0,0,1
19/11/2021,0,16.22,0
20/11/2021,7.3842998,1.23,0
21/11/2021,6.7974668,33.71,3.5
22/11/2021,6.7974668,2.81,12.5
23/11/2021,6.7974668,0.44,0.5
24/11/2021,0,0.02,14
25/11/2021,13.5949335,7.95,0
26/11/2021,0,4.98,6.5
27/11/2021,0,10.11,0
28/11/2021,0,0.16,1.5
29/11/2021,0,22.02,34.5
30/11/2021,31.337349,22,0
01/12/2021,3.8743095,6.72,0
02/12/2021,19.371548,3.164,0
03/12/2021,15.497238,61.25,0
04/12/2021,7.748619,42.17,0
05/12/2021,15.497238,9.96,0
06/12/2021,38.555527,140.76,36.5
07/12/2021,0,0.11,88.5
08/12/2021,0,0,0
09/12/2021,0,0.59,0
10/12/2021,0,0.63,0
11/12/2021,38.683846,2.52,0
12/12/2021,6.447308,0.1,24
13/12/2021,6.447308,7.35,0
14/12/2021,0,0.23,0.5
15/12/2021,0,0.24,2
16/12/2021,0,0.35,0
17/12/2021,0,0.07,0.5
18/12/2021,0,0,28
19/12/2021,28.374807,0.75,0
20/12/2021,0,0.01,0
21/12/2021,0,0,0.5
22/12/2021,0,0.43,0
23/12/2021,4.1988134,0.14,0
24/12/2021,4.1988134,0.04,0
25/12/2021,0,0.18,0
26/12/2021,0,0.13,0
27/12/2021,9.896789,0.1,0
28/12/2021,6.59786,2.16,0
29/12/2021,9.896789,1.49,3
30/12/2021,0,1.15,3.5
31/12/2021,0,2.67,0
01/01/2022,0,1.53,4.5
02/01/2022,0,0.33,19.5
03/01/2022,5.960766,0.04,5.5
04/01/2022,0,1.08,5
05/01/2022,0,0.41,0
06/01/2022,0,0.01,0
07/01/2022,0,0.03,0
08/01/2022,0,0,0
09/01/2022,0,0.04,0
10/01/2022,0,0.31,0
11/01/2022,0,1.04,0
12/01/2022,0,0.87,0
13/01/2022,7.302976,1.09,0
14/01/2022,0,0.76,0
15/01/2022,0,1.94,0
16/01/2022,0,1.15,0
17/01/2022,2.113751,0.83,0
18/01/2022,2.113751,0.11,0
19/01/2022,0,0.04,0
20/01/2022,2.113751,0.01,6.0490003
21/01/2022,1.7020884,0,14.039283
22/01/2022,3.4041767,0,0
23/01/2022,0,0.2,0
24/01/2022,0,0.09,3.5098207
25/01/2022,0,0.08,0
26/01/2022,10.333031,1.9,36.774097
27/01/2022,15.499545,13.54,24.516066
28/01/2022,10.333031,0.41,12.258033
29/01/2022,5.1665154,0,12.258033
30/01/2022,10.333031,1.49,0
31/01/2022,0,2.22,0
01/02/2022,0,0.56,5.2428107
02/02/2022,3.600825,0.27,0
03/02/2022,0,0.7,0
04/02/2022,0,0.19,0
05/02/2022,0,0.43,5.2428107
06/02/2022,2.2126908,0.26,3.3187392
07/02/2022,1.1063454,0.7,0
08/02/2022,0,0.42,3.3187392
09/02/2022,4.4253817,0.06,13.274957
10/02/2022,1.1063454,0.78,9.956217
11/02/2022,0,0.08,10.06305
12/02/2022,9.370736,6.44,30.189152
13/02/2022,0,0,0
14/02/2022,0,0.05,0
15/02/2022,0,55.61,0
16/02/2022,2.0898619,5.5,0
17/02/2022,0,0.02,0
18/02/2022,0,0.03,0
19/02/2022,2.0898619,0,15.202832
20/02/2022,0,9.69,7.601416
21/02/2022,4.811048,0.06,39.45478
22/02/2022,0,0.03,0
23/02/2022,0,0.21,0
24/02/2022,0,0.58,0
25/02/2022,0,1.06,0
26/02/2022,0,0.95,0
27/02/2022,3.8366518,0.14,3.3968537
28/02/2022,0,0.49,13.587415
01/03/2022,3.0236602,0.29,16.13676
02/03/2022,6.0473204,0.1,10.757841
03/03/2022,0,0,0
04/03/2022,3.0236602,0.01,5.3789206
05/03/2022,3.0236602,0,10.757841
06/03/2022,7.0534854,0,8.66057
07/03/2022,0,2.01,17.32114
08/03/2022,0,8.03,0
09/03/2022,28.213942,0.45,43.30285
10/03/2022,7.0534854,0.04,0
11/03/2022,19.467762,0.51,9.276455
12/03/2022,6.489254,0.02,4.6382275
13/03/2022,0,0.27,4.6382275
14/03/2022,0,0,4.6382275
15/03/2022,0,0.18,4.6382275
16/03/2022,6.9021506,26.79,5.652387
17/03/2022,6.9021506,0.32,5.652387
18/03/2022,13.804301,1.39,11.304774
19/03/2022,34.510754,52.06,0
20/03/2022,6.9021506,3.16,16.95716
21/03/2022,11.963134,0.92,23.767729
22/03/2022,5.981567,2.9,0
23/03/2022,0,0.41,0
24/03/2022,5.981567,0.16,0
25/03/2022,0,0.37,0
26/03/2022,0,0,0
27/03/2022,31.13698,10.31,33.53538
28/03/2022,10.378993,4.55,25.151535
29/03/2022,10.378993,0,16.76769
30/03/2022,0,0,0
31/03/2022,10.378993,0.08,25.151535
01/04/2022,0,0.11,0
02/04/2022,0,0.01,5.286495
03/04/2022,9.545988,0.04,5.286495
04/04/2022,0,25.38,5.286495
05/04/2022,9.545988,22,10.57299
06/04/2022,24.369493,8.59,16.056877
07/04/2022,16.246328,28.55,16.056877
08/04/2022,32.492657,7.87,16.056877
09/04/2022,16.246328,29.02,40.142197
10/04/2022,16.246328,21.48,8.028439
11/04/2022,0,0,0
12/04/2022,0.63108826,25.57,0
13/04/2022,0,0.02,0
14/04/2022,0,0,0
15/04/2022,0,0,0
16/04/2022,0,0.02,0
17/04/2022,0,0.02,0
18/04/2022,0,0.54,0
19/04/2022,0,2.34,6.9599814
20/04/2022,9.191818,1.25,13.919963
21/04/2022,0,0.14,7.787681
22/04/2022,8.832032,0.16,7.787681
23/04/2022,8.832032,0.05,7.787681
24/04/2022,8.832032,0.61,7.787681
25/04/2022,4.416016,12.95,7.787681
26/04/2022,8.495559,0.04,3.9283216
27/04/2022,16.991117,32.74,15.713286
28/04/2022,12.743337,53.38,7.856643
29/04/2022,8.495559,0.49,15.713286
30/04/2022,4.2477794,48.72,7.856643
01/05/2022,0,0.8,0
02/05/2022,0,0,0
03/05/2022,0,0,0
04/05/2022,11.598344,3.91,5.029337
05/05/2022,3.8661146,1.06,10.058674
06/05/2022,0,0.03,10.979037
07/05/2022,0,1.23,0
08/05/2022,39.51455,33.35,32.93711
09/05/2022,39.51455,15.84,32.93711
10/05/2022,29.635912,0,32.93711
11/05/2022,4.141941,0,9.038486
12/05/2022,4.141941,0.43,4.519243
13/05/2022,4.141941,5.22,4.519243
14/05/2022,0,0,4.519243
15/05/2022,0,0.02,4.519243
16/05/2022,0,0,0
17/05/2022,0,0,7.8360643
18/05/2022,0,0.01,7.8360643
19/05/2022,21.649374,32.26,7.8360643
20/05/2022,0,10.74,15.672129
21/05/2022,0,0.03,3.4593487
22/05/2022,4.862512,5.28,0
23/05/2022,2.431256,0.01,0
24/05/2022,0,0,3.4593487
25/05/2022,2.431256,0,6.9186974
26/05/2022,11.472486,9.17,21.926228
27/05/2022,3.824162,9.76,10.963114
28/05/2022,0,0.1,0
29/05/2022,0,0,0
30/05/2022,0,0,10.963114
31/05/2022,3.824162,0.02,0
01/06/2022,29.66047,6.47,16.238596
02/06/2022,0,3.97,8.119298
03/06/2022,0,23.52,8.119298
04/06/2022,9.886823,0,8.119298
05/06/2022,9.886823,4.62,0
06/06/2022,27.101616,8.62,26.665714
07/06/2022,18.067743,9.55,17.777143
08/06/2022,18.067743,0.04,8.888572
09/06/2022,9.033872,1.9,0
10/06/2022,36.135487,14.44,26.665714
11/06/2022,0,0.55,0
12/06/2022,35.108,0.46,0
13/06/2022,0,0.8,12.449633
14/06/2022,17.554,0.6,37.3489
15/06/2022,0,0.14,0
16/06/2022,17.602732,11.26,8.305968
17/06/2022,28.923353,1.13,16.185942
18/06/2022,37.752247,15.97,20.300997
19/06/2022,31.113297,0.51,20.899912
20/06/2022,37.9543,26.43,23.784996
21/06/2022,19.363874,1.39,4.643245
22/06/2022,0,4.14,0
23/06/2022,0,2.07,4.643245
24/06/2022,19.363874,0.65,13.929736
25/06/2022,0,5.91,9.28649
26/06/2022,0,0,0
27/06/2022,5.1576257,0.064,0
28/06/2022,25.788128,8.87,12.905211
29/06/2022,20.630503,7.97,0
30/06/2022,15.472877,2.15,12.905211
01/07/2022,13.452524,12.51,0
02/07/2022,0,0,3.6760345
03/07/2022,0,0.01,3.6760345
04/07/2022,0,0,3.6760345
05/07/2022,3.363131,0.03,7.352069
06/07/2022,7.694662,9.5,19.83479
07/07/2022,0,0.07,0
08/07/2022,7.694662,0.36,9.917395
09/07/2022,23.083984,8.96,29.752184
10/07/2022,0,1.51,9.917395
11/07/2022,0,2.29,0
12/07/2022,0,3.98,0
13/07/2022,16.133581,30.13,0
14/07/2022,0,2.41,0
15/07/2022,16.133581,0,28.776539
16/07/2022,4.495019,0.08,10.630267
17/07/2022,3.9331415,2.98,4.650742
18/07/2022,7.866283,0,13.952226
19/07/2022,0,0.04,0
20/07/2022,0,0.01,13.952226
21/07/2022,0,0,0
22/07/2022,16.739218,0.57,8.046216
23/07/2022,8.369609,0,8.046216
24/07/2022,25.108828,2.94,16.092432
25/07/2022,16.739218,7.21,32.184864
26/07/2022,38.876186,16.09,35.283344
27/07/2022,19.438093,15.57,8.820836
28/07/2022,9.719047,0.41,8.820836
29/07/2022,19.438093,0.04,17.641672
30/07/2022,0,0,17.641672
31/07/2022,19.438093,27.93,17.641672
01/08/2022,6.3466964,0.19,7.200977
02/08/2022,0,0.01,0
03/08/2022,6.3466964,5.29,0
04/08/2022,6.3466964,7.96,14.401954
05/08/2022,31.733482,24.32,21.60293
06/08/2022,38.506847,24.51,25.935831
07/08/2022,7.70137,5.19,0
08/08/2022,0,0.39,12.967916
09/08/2022,7.70137,0,0
10/08/2022,0,0.05,12.967916
11/08/2022,0,0.05,0
12/08/2022,3.802864,0,0
13/08/2022,0,0.05,4.060675
14/08/2022,7.605728,0.04,4.060675
15/08/2022,7.605728,0.05,12.182025
16/08/2022,6.3415475,0,6.851383
17/08/2022,3.1707737,0,3.4256916
18/08/2022,6.3415475,,3.4256916
19/08/2022,0,,0
20/08/2022,3.1707737,,6.851383
21/08/2022,9.26032,,5.040536
22/08/2022,9.26032,,15.121607
23/08/2022,9.26032,,15.121607
24/08/2022,9.26032,,10.081072
25/08/2022,18.52064,,5.040536
26/08/2022,11.53569,,8.746468
27/08/2022,5.767845,,0
28/08/2022,5.767845,,8.746468
29/08/2022,0,,0
30/08/2022,17.303535,,17.492935
31/08/2022,17.303535,,0
,0,0,0
,104.615265,188.19,227.5
